conductivity,thickness
64905820.22,6.11E-05
25616456.48,4.18E-05
41895358.17,5.24E-05
30991586.58,6.04E-05
70705028.35,4.78E-05
473110.5542,6.20E-05
98122664.75,4.71E-05
74881792.04,7.33E-05
10965082.47,9.58E-05
69217833.23,5.86E-05
15476785.79,7.99E-05
98580978.25,6.42E-05
13244850.71,9.88E-05
95199665.6,4.30E-05
51383184.69,7.40E-05
10099433.11,4.14E-05
58611345.16,1.85E-05
13886106,8.60E-05
11112955.19,2.13E-05
9221981.08,6.88E-05
50687572.5,7.37E-05
23380290.35,8.47E-05
17408090.09,2.22E-05
11524241.67,6.62E-05
60909684.45,9.98E-05
69901010.45,3.01E-05
31671222.42,8.78E-05
75115522.56,6.67E-05
77685349.83,5.05E-05
26535074.41,3.97E-05
63566107.7,1.77E-05
59786309.83,8.54E-05
68658493.95,7.19E-05
59526945.3,6.21E-05
1885725.697,6.72E-05
30914296.56,4.26E-05
75220116.6,2.06E-05
84776724.05,7.66E-05
72664406.58,5.23E-05
78685459.67,3.54E-05
79035074.92,6.93E-05
42450115.46,8.89E-06
56056630.58,3.14E-05
52237348.17,1.29E-05
65193664.72,5.49E-05
73932037.52,7.01E-05
2295115.639,4.74E-05
11848416.66,3.00E-05
25358107.25,5.92E-05
80446873.28,8.92E-05
52959457.8,9.31E-05
32573665.14,9.92E-05
48710439.21,7.01E-05
64764217.84,6.85E-05
55927854.71,4.26E-05
69825449.37,3.03E-05
12818040.49,4.03E-05
77244145.8,5.17E-05
68903550.51,4.09E-05
96201984.35,1.97E-05
28632028.99,4.06E-05
99668769.71,9.42E-05
19923868.94,5.44E-05
74101342.43,6.45E-05
71760721.52,6.57E-05
37609151.14,6.15E-06
12025806.83,1.11E-05
13498773.34,7.18E-06
61540680.51,5.07E-05
36588863.76,9.98E-06
84941498.61,3.14E-05
81691334.67,2.12E-05
57159491.6,2.33E-05
64232300.64,5.11E-05
46309025.68,8.44E-05
67400355.02,8.92E-05
397103.6731,2.75E-05
37872011.14,2.79E-05
53312497.78,4.56E-05
31282694.13,1.93E-05
96569832.05,2.81E-05
3677341.718,7.04E-05
47574357.85,6.97E-05
87146794.52,3.07E-05
86445552.47,2.77E-05
26101644.78,3.48E-05
35835822.24,8.21E-05
39165973.61,4.74E-05
12740176.82,8.80E-05
55160960.86,2.42E-05
55664102.66,9.86E-05
56408992.1,6.61E-05
56232452.54,4.38E-05
90425380.73,7.99E-05
74132909.86,4.36E-05
80840020.5,6.25E-05
92180050.83,1.30E-05
4749365.438,5.30E-05
48819177.22,4.39E-05
99739550.65,1.99E-06
6824943.832,5.27E-05
69791629.08,8.66E-05
86859570.84,4.88E-05
55108531.91,7.56E-05
80997037.13,5.60E-05
30759066.26,3.53E-05
96842633.06,9.19E-05
79327464.79,3.11E-05
75249213.11,4.51E-05
61375040.76,6.85E-05
63047716.36,6.75E-06
16997406.32,6.68E-05
32234068.07,5.31E-05
43185803.14,2.44E-05
49686194.07,8.74E-05
10835591.73,3.38E-05
26663113.07,4.41E-05
99820822.82,9.95E-05
79844500.89,9.89E-05
17731026.01,8.81E-05
2291681.974,2.88E-06
57637459,7.92E-05
47609663.43,3.90E-06
88488789.21,5.84E-05
17406215.99,9.29E-05
93124501.91,6.33E-06
46411110.52,1.86E-05
92128265.07,6.97E-05
45308278.37,6.24E-05
79863050.19,9.12E-06
9981813.03,8.09E-05
41053645.57,7.65E-05
46428661.97,3.38E-05
79412093.28,8.93E-05
35313586.1,9.94E-05
65556027.27,5.68E-06
75214114.17,3.86E-05
93535177.38,6.85E-05
93914445.26,8.39E-05
92092039.59,9.59E-05
72815844.87,5.43E-05
20659962.6,4.34E-05
50154992.9,6.07E-05
12618906.38,4.36E-05
90985788.69,3.55E-05
8299239.639,2.13E-05
49134202.88,9.94E-05
38663695.5,3.09E-05
73342117.58,7.39E-05
68674001.41,2.75E-05
56136995.25,2.32E-06
6460155.938,1.28E-05
9758299.483,2.67E-05
77805042.21,3.74E-05
82017506.89,8.88E-05
25570168.24,1.47E-05
23108563.19,1.44E-05
1808141.399,3.46E-05
67396007.52,2.26E-05
96641059.4,7.67E-05
86503020.77,6.75E-06
7508484.757,7.49E-05
1672108.131,3.15E-05
57008649.15,4.82E-05
47611879.24,2.28E-05
32594659.59,9.95E-05
11875274.3,6.87E-05
13013573.28,4.34E-05
61438681.78,7.88E-05
21557205.95,1.44E-05
63010156.84,8.50E-05
30042452.08,6.80E-05
64225396.06,7.81E-05
94618083.47,4.60E-05
43192028.21,2.86E-06
97474430.07,6.65E-05
19717241.67,2.36E-05
69354063.48,4.68E-05
63962729.55,1.24E-05
5535594.844,6.09E-05
45456937.64,3.16E-05
74784923.86,9.36E-06
51652523.7,1.43E-06
45322311.46,9.26E-05
12618172.98,4.70E-05
88725642.16,4.26E-05
73929959.73,5.38E-05
92981548.86,2.32E-05
74803316.7,5.69E-05
64886736.85,6.31E-05
49454795.18,2.65E-05
84197636.44,8.80E-06
33688950.15,8.43E-05
30134719.11,2.46E-05
20377522.45,2.08E-05
13688828.99,9.16E-05
15951771.5,5.25E-05
18746484.96,5.78E-05
6011195.771,1.76E-05
90894328.77,2.71E-05
98879423.35,5.64E-05
64994971.78,7.34E-05
72637576.47,3.31E-05
95142694.58,9.41E-05
31342904.35,4.31E-05
40444579.25,9.42E-05
7692660.375,1.28E-05
80242917.15,8.39E-06
77273300.4,8.69E-05
47080682.69,4.31E-05
23842189.42,9.37E-05
96837164.01,2.31E-05
99786494.37,4.04E-05
80778437.13,5.53E-05
62575554.43,1.69E-05
25579081.83,8.71E-05
74378384.23,1.68E-05
78099717.22,6.71E-05
45322268.94,9.55E-05
68246826.82,9.89E-05
79890815.31,9.21E-05
37470999.07,7.80E-05
69699686.11,7.02E-05
936549.9065,1.49E-05
52775948.65,1.60E-05
36155459.37,1.99E-05
56465034.39,2.74E-06
18484670.37,6.53E-06
97188823.44,2.80E-05
24177404.96,5.21E-05
93841778.92,3.12E-05
39035402.2,8.73E-05
17305268.84,8.52E-05
22343908.34,3.88E-05
43526697.75,3.62E-05
15877645.48,1.58E-06
99053879.71,3.94E-05
8994655.636,4.30E-05
41369693.3,3.75E-05
10563022.38,6.91E-05
45429248.88,6.19E-05
86982282.68,4.22E-05
22334093.81,4.53E-05
36643986.94,6.75E-05
8661149.413,8.28E-05
6076332.724,4.34E-05
31057530.29,6.25E-05
20117223.78,3.70E-05
3575151.487,4.31E-05
37732463.68,5.77E-05
73770049.48,5.13E-05
81618901.1,2.45E-05
2911696.44,7.25E-05
67541350.74,8.31E-05
72163330,7.47E-05
84528785.42,4.83E-05
27278262.35,6.54E-05
38708707.33,6.87E-05
7404513.222,5.08E-05
47595890.43,4.10E-05
82250070.9,2.76E-05
4679373.643,5.86E-05
94144136.04,4.25E-05
70902409.46,6.07E-05
78915491.73,8.64E-06
20017224.49,4.61E-05
52671286.28,9.40E-05
41213050.71,2.65E-05
12147607.47,6.05E-05
25490525.79,5.60E-05
41918635.15,5.46E-06
81854539.59,7.52E-05
25980985.82,3.98E-05
77968611.66,7.09E-05
54637408.19,8.80E-05
37288118.87,7.50E-05
43528273.52,7.87E-05
22742850.62,8.82E-05
73413586.34,7.74E-05
20755449.7,1.40E-05
10374643.85,8.89E-05
16484681.41,9.85E-05
5061019.585,7.21E-05
5607327.191,4.92E-06
52161334.57,4.28E-05
18058625.08,7.05E-05
52749640.63,7.46E-05
71896360.77,6.77E-05
56839605.03,2.23E-06
67196840.74,6.86E-05
10559535.69,6.77E-05
89654601.86,5.51E-05
55743411.54,7.50E-05
34536819.43,7.08E-05
25601447.89,8.98E-05
8143283.743,9.85E-05
50457353.31,9.22E-05
27219617.05,6.63E-05
92015011.64,4.34E-05
9317544.061,3.56E-05
23995076.53,5.22E-05
2288608.879,4.63E-05
75004767.95,4.92E-05
33268295.56,2.77E-05
42135522.64,2.08E-06
4030769.736,9.20E-05
65146542.94,2.98E-05
42328110.05,8.81E-05
32661148.15,5.44E-06
80664961.67,3.52E-05
84505956.75,1.32E-05
70682338.49,8.31E-05
60907713.86,1.35E-05
44904339.17,9.13E-05
69521093.29,6.87E-05
91690337.18,8.03E-05
66046836.65,2.69E-05
61461183.5,9.79E-05
74317955.88,2.48E-06
14127695.37,8.43E-06
1480049.688,9.64E-05
86662536.24,7.78E-05
84016739.22,8.64E-05
5843996.594,3.19E-05
96516747.02,6.11E-05
88790674.39,5.59E-05
18949173.29,3.14E-05
30733454.16,2.27E-05
5281908.244,4.48E-05
48364142.01,1.62E-05
48784457.91,1.97E-05
24090318.46,6.87E-05
15435961.53,5.51E-05
85902564.01,2.79E-05
34865719.45,3.34E-05
42039389.74,3.57E-05
81290342.53,6.87E-05
90871145.42,8.09E-05
65892690.97,9.28E-05
23125968.01,9.03E-05
92961784.37,7.67E-06
78541579.96,4.44E-05
56209095.92,3.12E-05
79156656.91,1.81E-05
15208021.45,6.01E-06
20576020.95,1.58E-05
12350520.44,6.90E-05
70929702.92,8.45E-05
84791688.95,5.63E-05
31370866.52,9.82E-05
67755917.32,4.56E-05
39285433.33,6.44E-05
86852187.22,1.99E-05
73247192.23,2.55E-05
20499784.69,8.40E-05
81239544.67,2.56E-06
72943396.22,9.79E-05
43966308.02,6.48E-05
15747693.69,5.58E-05
90963784.69,7.29E-05
99779776.79,2.42E-05
4399759.781,5.31E-05
68317190.96,8.85E-05
87382606.27,1.28E-05
92314865.97,1.11E-05
13361806.85,7.23E-05
90881932.36,1.26E-05
89058847.67,6.12E-05
74842668.45,7.61E-05
11584612.6,7.73E-06
1579616.308,3.84E-05
45571762.58,5.04E-05
19061058.61,8.76E-05
30947913.56,1.14E-06
5168452.914,8.58E-05
81233985.78,6.98E-05
87865376.44,6.07E-05
2846902.338,5.23E-05
31076363.43,4.59E-05
22248985.33,6.01E-05
41393786.35,6.88E-06
86527744.67,3.74E-05
44520119.5,4.09E-06
58186590.58,4.46E-05
54009171.34,5.50E-05
28957172.7,6.74E-05
90956514.88,9.12E-05
17489428.35,5.36E-05
93230884.42,7.60E-05
4332964.872,9.09E-05
4943936.712,1.39E-06
73561736.31,2.34E-05
19921885.91,5.37E-05
33020646.43,5.29E-05
41646383.84,7.83E-06
96136383.77,4.92E-05
1178475.095,6.97E-06
17499053.16,7.12E-05
42964910.47,6.49E-05
75859745.65,4.46E-06
47265792.89,9.65E-05
42398604.33,3.51E-05
90855892.21,6.18E-05
55168715.6,5.36E-05
52831875.23,8.28E-05
40149460,4.68E-05
31625055.65,4.42E-05
3198701.4,1.80E-05
53966927.84,3.37E-05
80266168.84,2.22E-05
26398932.68,1.56E-05
63785057.42,3.10E-05
22738537.95,8.45E-05
88677601.1,6.63E-05
73987998.06,2.68E-05
39044250.6,2.01E-05
34548627.21,9.73E-05
42476129.68,5.30E-05
14005445.8,5.14E-05
8930973.069,7.73E-05
99181944.24,4.26E-05
73951153.13,1.38E-05
14182713.9,6.07E-05
6242957.197,3.91E-06
66296655.81,6.11E-05
36218393.55,4.38E-05
36171592.34,6.63E-05
89908883.17,5.01E-05
62857976.72,8.96E-05
65001580.63,9.08E-05
69942512.92,4.73E-05
44036518.05,9.78E-05
3794181.246,9.41E-05
21850693.96,2.93E-05
6734701.826,7.61E-05
23446769.39,9.06E-05
88037395.62,2.08E-06
72725018.13,9.44E-05
84859413.66,4.88E-05
46788392.93,6.27E-05
79676285.39,9.68E-05
1585011.259,8.52E-05
34161208.77,1.09E-05
28221836.2,5.66E-05
43127690.97,6.23E-05
75519371.06,4.67E-05
54120588.6,6.91E-05
37015697.98,3.77E-05
16397280.78,5.03E-05
40741621.19,2.90E-05
85940222.58,3.97E-05
25013216.74,5.92E-05
57098027.51,4.95E-05
4765103.612,2.92E-06
45895638.07,8.37E-05
48106913.16,7.10E-05
34014060.78,5.01E-05
22064141.23,7.50E-05
83903496.71,9.09E-05
12887422.21,7.82E-05
66571023.93,9.85E-05
47521640.16,5.56E-06
65907299.51,1.87E-05
6843225.503,3.95E-05
17360410.26,2.78E-05
44249680.17,2.30E-05
92048230.48,4.91E-05
33237912.71,7.17E-05
62093965.12,9.26E-05
33322817.78,4.67E-05
474121.9878,2.12E-05
13391274.19,2.19E-05
1596305.511,8.96E-06
8973433.118,2.53E-06
89212895.73,1.81E-05
9986283.255,4.72E-05
69958793.76,4.37E-05
56006737.63,2.23E-05
26050268.78,1.19E-05
34604267.41,3.65E-06
80138113.73,6.26E-05
7070770.685,9.54E-05
31074711.24,7.91E-05
40691614.05,6.87E-05
28894959.46,5.19E-05
69833724.89,8.20E-06
90103371.84,1.33E-05
74562461.26,5.26E-05
18270888.12,8.69E-05
94995102.87,1.40E-05
68633343.38,8.05E-05
94892929.91,8.39E-05
5787692.893,6.58E-06
89858191.95,7.92E-05
16808040.09,2.34E-06
69775099.32,8.71E-05
82501471.7,8.73E-05
88551743.94,1.53E-05
49517113.59,5.52E-05
80061056.09,1.74E-05
63773758.56,8.13E-05
17084334.12,8.17E-05
44166381.11,2.96E-05
82324369.69,5.79E-05
20042257.91,3.43E-05
36550270.34,6.58E-05
94900348.56,4.47E-05
26494577.22,2.17E-05
35810483.19,3.97E-05
97218297.66,4.19E-05
19919461.27,1.72E-05
57895482.42,3.24E-05
50718458.99,8.84E-05
57180887.82,5.52E-05
38312014.66,4.71E-05
90982602.31,2.45E-05
20527365.13,9.13E-05
32160740.57,2.79E-05
71292429.37,1.16E-05
13418306.93,9.67E-05
7616587.745,3.38E-05
55315091,6.53E-05
25721740.1,4.37E-05
37764637.01,6.25E-05
3366121.221,4.10E-05
32638905.5,2.89E-05
88765454.29,3.34E-05
568167.6409,8.59E-05
84082485.98,2.98E-05
65528312.18,8.51E-06
1887911.493,3.60E-05
82280175.12,6.55E-05
47851730.99,1.54E-05
131293.2228,2.05E-05
61648531.78,5.51E-05
81521135.11,5.03E-05
42107696.37,2.79E-05
99897663.38,7.83E-06
38903472.6,4.92E-05
55459580.02,8.18E-05
43268953.42,5.19E-05
18523172.26,4.26E-05
96618174.43,8.39E-05
76208016.44,2.78E-05
35157486.28,8.50E-05
41586011.14,8.08E-05
5580738.191,9.35E-05
38315855.23,2.25E-05
76882428.81,9.32E-05
68845829.37,5.71E-05
27679258.93,9.51E-05
39529115.53,4.32E-05
76747833.03,5.63E-05
48766192.66,1.26E-05
66200105.17,3.28E-05
51269235.7,6.11E-05
48650822.28,8.68E-05
77411338.74,5.77E-06
87063910.93,1.30E-05
24671319.52,1.86E-06
68555331.77,4.27E-05
45567385.8,3.10E-05
55230171.46,7.11E-05
70953267.31,8.63E-05
68343972.23,9.01E-05
20275053.59,8.20E-05
54487031.15,3.89E-05
95633953.23,8.99E-05
96928487.31,6.61E-05
78999837.4,3.44E-05
12867871.81,3.10E-05
5349330.952,3.59E-05
36464192.27,8.43E-05
45101030.39,4.90E-05
26109885.44,4.13E-05
94898848.52,7.08E-05
95507854.27,2.88E-05
10297249.31,8.65E-05
94890604.45,1.63E-05
98123253.05,1.49E-05
99076415.24,3.74E-06
27667832.2,9.18E-05
91488106.93,4.67E-05
9438260.234,8.20E-05
85348157.81,9.66E-05
49580489.3,5.65E-05
42190975.16,8.11E-05
40840209.28,4.49E-05
78917278.77,1.50E-05
45101387.8,6.35E-05
97119056.16,1.60E-06
18479985.09,7.31E-05
62756506.8,1.67E-06
10563420.31,8.81E-06
91739573.26,7.61E-05
49015141.79,6.68E-05
1264484.445,7.49E-05
57457206.2,3.80E-05
18747345.06,1.10E-05
19915234.23,6.41E-05
22493185.55,8.62E-05
51652904.32,2.80E-05
53956069.97,2.70E-05
69460781.5,1.65E-06
1673233.743,7.22E-05
39450818.32,8.62E-05
1528003.42,7.34E-05
11564949.39,4.62E-05
12520946.58,8.21E-05
83356285.08,9.84E-05
44907111.76,7.21E-05
4492765.248,8.03E-06
41521542.6,1.42E-05
27761964.23,8.66E-05
26042677.94,4.70E-05
32668159.88,9.30E-05
34748019.72,4.64E-05
72527212.65,7.60E-05
92210486.08,4.15E-05
22724923.87,4.54E-05
21467588.53,5.67E-05
52486727.98,6.35E-05
49883933.21,3.80E-05
2865274.563,3.81E-05
7045447.278,4.96E-05
91473738.23,5.07E-06
82265368.36,2.53E-05
76674953.12,7.78E-05
3121641.878,9.87E-06
40420611.88,1.59E-05
78254156.39,1.16E-05
42723442.65,4.81E-05
82876805.88,7.35E-05
13268775.12,6.16E-05
58988377.7,1.55E-05
4239222.795,4.30E-05
91691463.02,2.31E-06
932118.3662,5.51E-05
47818617.3,8.79E-05
89118425.25,5.47E-05
49122144.45,9.82E-06
18379227.68,5.46E-05
9144520.584,8.81E-05
81597072.73,5.30E-05
37093303.9,5.91E-05
95208984.66,3.82E-05
40818904.52,3.08E-05
46660035.18,3.34E-06
49975429.8,1.51E-05
15808392.32,9.86E-06
49253055.47,2.61E-05
56264555.35,1.53E-05
17926194.84,9.88E-05
97058778.92,8.74E-05
8739165.337,5.53E-05
97195480.54,1.04E-05
11320942.16,6.81E-06
36014400.37,1.35E-05
4068949.62,7.13E-05
12082582.02,5.45E-05
88387084.3,5.52E-05
90474846.39,5.61E-05
65124963.92,9.50E-05
1503215.553,9.59E-05
69983455.48,6.58E-05
67062177.2,7.38E-05
66568681.35,6.44E-05
58220190.69,7.29E-05
40883365.46,2.09E-05
8270478.283,8.26E-05
18274243.4,9.19E-05
46634882.45,4.60E-05
3506632.476,2.15E-06
2389370.517,9.48E-05
71194579.73,1.51E-05
19132025.31,3.81E-05
64008147.69,1.43E-05
54765868.88,8.61E-05
98640778.31,7.85E-05
25346328.99,6.81E-06
40729409.76,2.70E-05
2982488.57,4.77E-05
72720499.89,8.10E-05
25279237.01,5.85E-05
12282103.41,8.67E-05
96774221.14,4.76E-05
77598039.95,2.20E-05
82384172.48,9.50E-05
85590790.21,5.60E-05
65495696.99,3.97E-05
62358362.99,4.71E-06
54614216.88,8.29E-05
90865857.85,7.08E-05
70301109.69,1.87E-05
57920234.68,1.66E-05
67897044.35,1.14E-05
23221466.34,2.74E-05
84953349.71,7.97E-06
70093679.46,2.40E-05
3613202.797,7.20E-05
73735390.37,2.26E-06
44758280.53,2.93E-05
9887936.097,5.07E-05
33636101.58,8.52E-05
41324590.61,6.35E-05
40597433.05,5.27E-05
37798821.99,6.39E-05
29004360.4,7.81E-05
93381066.85,5.61E-05
86909401.13,3.58E-05
95379979.62,4.00E-05
85446377.35,8.42E-05
36219899.86,4.49E-05
91006381.99,2.11E-05
10331549.85,1.83E-06
98813507.44,4.02E-05
13797410.94,7.13E-05
9052462.612,2.04E-06
38110791.22,2.92E-05
62623436.49,6.22E-05
59593320.48,7.54E-05
23143677.17,9.93E-05
86942617.75,8.06E-05
88846480.3,7.92E-05
93530505.81,3.15E-05
77296998.29,1.66E-06
99904613.75,7.24E-05
9495418.484,8.11E-05
54403149.79,8.05E-05
57733636.26,5.63E-05
92852877.48,6.76E-05
70388076.24,1.17E-05
6726194.6,5.32E-05
23428859.57,3.44E-05
10214325.52,6.35E-05
471100.4671,1.89E-05
86463103.39,9.02E-05
44618170.57,4.44E-05
39597175.63,8.87E-05
33541346.06,8.52E-05
32128274.95,4.93E-05
17594647.57,6.68E-05
71820305.47,4.06E-05
57782213.86,8.12E-05
25910380.95,7.28E-05
77802372.17,7.20E-06
72504713.21,1.66E-05
35973137.36,7.58E-05
90848581.31,7.51E-05
71456529.52,1.49E-05
32379394.52,5.47E-05
91813526.75,3.96E-05
39428541.82,9.26E-05
94903870.61,7.55E-05
67024192.8,9.00E-05
37359755.3,1.18E-05
65845134.57,7.45E-05
11430262.15,2.49E-05
17397787.24,5.30E-05
84877295.42,1.08E-05
33041533.14,8.10E-05
92488249.42,8.58E-05
55909318.47,4.95E-05
71195770.22,7.79E-05
40134953.37,3.36E-05
91196039.45,1.26E-05
84043777.23,3.43E-05
28179672.29,9.42E-05
62244058.8,6.29E-05
39332667.47,7.78E-05
50522727.64,2.09E-05
820260.7944,8.76E-05
83780426.49,4.93E-05
93632454.35,7.42E-05
2642902.586,6.19E-05
72227767.38,1.94E-05
22435333.49,2.79E-05
80582488.16,4.78E-05
834844.4053,7.27E-05
71365560.29,4.86E-05
49687805.42,2.49E-05
24292281.68,4.59E-05
26896573.93,4.26E-05
75743512.02,3.32E-05
80213494.97,9.42E-05
33824419.08,6.45E-05
45576079.49,1.13E-05
64640233.17,7.29E-05
62928876.16,7.06E-05
5954349.454,7.01E-05
40157643.56,8.31E-05
84501754.63,8.19E-05
42772638.2,9.85E-05
77098300.44,1.77E-05
33290207.22,2.39E-05
35945113.93,3.75E-05
26592804.97,4.55E-05
44751586.36,7.56E-05
60246203.24,7.82E-05
41011574.17,8.41E-05
13289580.18,7.14E-05
70242234.23,5.21E-05
65789235.74,2.49E-05
3032224.664,6.97E-05
40781141.91,5.40E-05
27709875.88,2.44E-05
99921775.64,5.93E-05
52938450.47,2.84E-05
54557454.57,5.48E-05
81894013.53,2.06E-05
78798559.96,5.05E-05
30846891.55,8.38E-05
74876116.19,7.27E-05
53003999.07,8.35E-05
10884264.11,6.96E-05
94059375.28,5.54E-05
69988580.3,5.69E-05
4930519.467,4.83E-05
13212189.09,5.36E-05
86397686.33,6.66E-05
73904601.29,2.50E-05
32158405.86,4.58E-05
70666193.87,2.14E-05
88927725.15,6.62E-05
17064965.68,8.99E-05
68285040.75,9.90E-05
27255788.57,9.99E-05
10124015.11,9.82E-05
43817363.84,1.39E-05
22071115.58,6.77E-05
89355506.03,1.72E-05
68573706.46,1.99E-05
63132961.41,9.69E-05
74314216.12,6.91E-05
66855734.53,1.64E-05
37684741.81,3.93E-05
26728653.3,8.28E-05
73114201.5,9.70E-05
24347275.68,9.82E-05
16438102.7,9.04E-05
40764387.28,1.96E-05
72725643.67,8.64E-05
59650173.67,7.28E-05
92927936.27,4.57E-05
68077850.3,5.38E-05
21917225.11,4.47E-05
64160698.97,8.33E-06
41538365.44,7.03E-05
57791766.57,6.51E-05
42728659.28,8.22E-05
3951943.153,4.39E-05
6006816.747,3.06E-05
37399957.52,2.88E-05
79194627.72,4.82E-06
72143843.56,8.84E-05
40545684.5,4.03E-06
32169540.59,1.28E-05
81292483.08,8.45E-05
36899773.97,6.88E-06
57769600.8,2.97E-05
31978708.3,2.05E-05
37287970.52,2.87E-05
47310375.81,5.50E-06
87736254.15,7.01E-05
59028565.72,6.80E-06
52946898.5,4.81E-05
25497234.7,2.47E-05
90821818.95,6.23E-05
71173614.97,2.55E-05
93099698.13,8.41E-05
365541.9145,8.76E-05
12970662.38,8.46E-05
97804581.64,5.95E-05
56429157.21,4.59E-05
20728351.88,7.72E-05
38520024.77,9.74E-05
71868698.61,1.07E-05
62498197.21,3.54E-05
33654624.12,6.01E-05
72053113.44,1.68E-05
52086743.73,2.17E-05
69465526.25,2.08E-05
97224076.14,7.17E-05
4646296.116,2.38E-05
73137928.07,9.20E-05
80673911.7,4.26E-05
1539281.686,8.12E-05
78308657.44,2.97E-05
91930228.02,6.86E-05
92618030.97,6.14E-05
74465648.17,7.07E-05
46383317.3,3.50E-05
22289033.43,8.13E-05
56467861.8,9.90E-05
67505127.34,2.50E-05
67173678.99,7.51E-05
29985965.31,6.10E-05
25774365.66,5.53E-05
95985416,2.27E-06
88045011.34,3.92E-05
19375602.51,4.43E-05
4367347.099,7.07E-05
93032527.52,3.60E-05
6739563.516,8.47E-05
77785306.27,8.62E-05
80356245.92,9.41E-05
26613947.53,3.45E-06
66389062.06,4.00E-05
27024218.21,4.96E-05
11068869.23,6.79E-05
64820034.52,6.86E-05
49509102.56,8.45E-05
60474263.43,4.13E-05
6525764.031,1.12E-05
97657745.1,5.67E-05
13524617.67,9.23E-05
63005906.14,3.80E-05
51509020.01,1.02E-05
87311718.53,8.77E-05
37441543.05,3.78E-06
26118948.74,4.71E-05
72504646.12,5.92E-06
48628004.51,9.96E-05
91694328.51,4.63E-05
62698048.76,5.84E-06
54672319.9,2.48E-06
33313033.85,5.86E-05
79133981.73,3.46E-05
21398956.89,2.93E-05
24501654.96,9.16E-05
84100264.7,4.88E-05
6111344.872,8.17E-05
55989235.97,2.60E-05
71966404.2,8.56E-05
60256074.69,9.89E-06
66015294.45,4.77E-06
27068805.43,7.01E-05
28987013.83,2.32E-05
67187072.36,8.17E-05
55060306.93,7.19E-05
2743729.01,4.04E-05
27740878.76,9.54E-05
67136720.61,5.59E-05
27788292.82,8.39E-05
62770875.63,8.24E-05
60231733.91,7.94E-05
50954649.3,6.37E-05
44080748.59,2.77E-05
47882571.96,6.45E-06
75074750.92,5.66E-05
5103507.56,2.44E-05
31757039.84,3.18E-05
58269184.75,6.14E-05
83484502.63,8.50E-05
34319514.88,2.70E-05
56491559.18,9.02E-05
67611630.75,7.04E-06
82762138.11,1.55E-05
32512421.1,7.14E-05
76821120.97,1.86E-05
9898953.657,3.60E-05
18379624.88,5.62E-05
84209654.39,7.63E-05
78767199.58,8.87E-05
48748668.87,8.67E-05
69950039.71,1.96E-05
43244535.98,2.79E-05
51565846.27,3.17E-05
62903805.86,2.97E-05
32659790.5,3.76E-05
31298609.62,5.98E-05
9494351.379,3.26E-05
28343435.75,4.45E-05
16533401.32,3.86E-05
22049164.99,5.07E-05
43884500.25,8.84E-05
22001604.43,8.30E-05
6937056.646,6.53E-05
15352381.43,1.41E-05
